"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"daniel jr javelosa","Olivia Clark and ash ton ditz was so","excellent","twentytwo july twothousandtwentyfour","Olivia Clark and ash ton ditz was so helpful and accommodating good customer service fantastic"
"ali kanuteh","am happy to speak with Olivia today","excellent","twentytwo july twothousandtwentyfour","am happy to speak with Olivia today shes helpful"
"nilma da rocha","enough time to say goodbye","excellent","nine july twothousandtwentyfour","it was a very stressful last minute trip to basil as my dad has just passed i dint know what to do but Nathan Cole did not measure efforts to get me in the most available flight i was at work needed to go home grab a small luggage and passport and left to the airport Nathan made sure i had enough time to get in the boarding gate in time vie really appreciated your help and therefore thank you so much Nathan and crystal travel"
"david whittak","rang this company as i have used them","bad","twenty july twothousandtwentyfour","rang this company as i have used them in the past spoke with assistant and was told there was no seats available for the times i required booked direct with emirates with the times i wanted and also cheaper"
"viv colli","awesome service","excellent","twentyone july twothousandtwentyfour","nick Jonas was really helpful and patient his customer service is second to none and i will be returning back in the future"
"michael david","i was actually attended to by rm nick","excellent","twentyone july twothousandtwentyfour","i was actually attended to by rm nick Jonas who was so patient in talking me through the whole payment process and sent me the link to make the payment he also gave me the ticket ref number which i do not have before this shows that crystal travel staff are well trained am so proud of him"
"ching leong","Jerry Wilson and ash ton ditz helped us","excellent","twentyone july twothousandtwentyfour","Jerry Wilson and ash ton ditz helped us with our bookings great efficient prompt service with excellent follow up this is our second time using the company following our first great experience highly recommended"
"leslaw bidzinski","great service","excellent","twentyone july twothousandtwentyfour","great service very helpful i have used them before and they are very good"
"yvonn allen","i missed my flight because of the","bad","twentyone june twothousandtwentyfour","i missed my flight because of the wait was written on the art territory there was no am or pm and i was left stranded in Gambia with no money thank you"
"kenneth","Shirley was very helpful in my search","excellent","twenty july twothousandtwentyfour","Shirley was very helpful in my search for a flight to Rwanda her time and resources was help instrumental in my search she did help me save cost"
"jayanti chatterje","customer service is good","excellent","nineteen july twothousandtwentyfour","customer service is good"
"ivi macalino","thank you","excellent","nineteen july twothousandtwentyfour","thank you so much Alice for helping me to sort out our boarding pass you made it less stressful for us"
"abiodun odunlami","Olivia who dealt with me was very","excellent","nineteen july twothousandtwentyfour","Olivia who dealt with me was very professional asked the right questions and took her time without rushing me dealt with my concerns quickly and effectively"
"john stefanowski","it was a very nice customer experience","excellent","twenty july twothousandtwentyfour","it was a very nice customer experience dealing with Sofia today she was so helpful informative and customization infarct i have used crystal travel for long distance trips many times in the past and shall continue to do so in the future"
"mr amant de leon","crystal travel and agent Alice car dona","excellent","nineteen july twothousandtwentyfour","Alice car dona of crystal travel assisted and helped us with our concerns regarding our in coming flight next week she is amazing and willing to help customers like Osgood job Alice and crystal travel agency"
"tina gahir","Alice was very helpful","excellent","nineteen july twothousandtwentyfour","excellent service big thanks to nick Jonas for a great help"
"mariv","excellent service","excellent","seventeen july twothousandtwentyfour","excellent customer service from all at crystal travel including joy and Olivia"
"mike orourk","seamless process","excellent","nineteen july twothousandtwentyfour","excellent communication and support throughout my journey to and fro Freya was very patient and resourceful"
"al gerri","excellent customer service","excellent","nineteen july twothousandtwentyfour","my experience with crystal travel is great and i am thankful to Ronald his gave me cheaper and good flight with time management thank you so much i appreciate Ronald i font need to wait for my ticket confirmation also you gave me fastest service"
"brigg dean","excellent communication and support","excellent","nineteen july twothousandtwentyfour","Paul Watson was supportive and helpful"
"chirag p gondaliya","my experience with crystal travel Ronald","excellent","nineteen july twothousandtwentyfour","the agent i dealt with was joy Wilson who was excellent and so helpful the overall booking experience was great i will definitely book through them again"
"sa sun","Paul Watson was supportive and helpful","excellent","one june twothousandtwentyfour","we had very good experience with your service its for the second time we are booking tickets through crystal travel both are well satisfied this time Sofia and earlier its Jerry both did fantastic job and especially very friendly which make me so easy to communicate"
"david holdaway","the agent i dealt with was joy Wilson","excellent","eighteen july twothousandtwentyfour","thank you to Freya who helped sort out an issue with my booking she was very helpful"
"shahana","excellent service","excellent","seventeen july twothousandtwentyfour","Shirley smith was very helpful her customer service is excellent she helped me find a good deal buying tickets for a family of four in ht July is not easy but with her help we got affordable tickets thanks Shirley you are a star"
"ruth lowl gregg","thank you to Freya","excellent","eighteen july twothousandtwentyfour","its so easy to call someone and to book a flight with an actual person they cater to all your needs and give you the best price Ana was polite and friendly"
"dorca boateng","Shirley smith was very helpful","excellent","seventeen july twothousandtwentyfour","having had a call with a staff under the name of nick Jonas we were provided a prompt and efficient service that alleviated any concerns we had about our flight nick was a pleasure to contact would recommend"
"gladwyn","friendly and customer eccentric","excellent","eighteen july twothousandtwentyfour",NA
"jian bumacod","having had a call with a staff under","excellent","seventeen july twothousandtwentyfour",NA
"tracey aidoo","Aaron has always found me the best","excellent","seventeen july twothousandtwentyfour","Aaron has always found me the best deals for travel for myself and my family he is always very polite and extremely patient and able to deal with all my queries i have been dealing with crystal travel for many years and they have always been brilliant Aaron is great thank you all so much"
"nita hathi","good experience","excellent","seventeen july twothousandtwentyfour","i booked with them for the first time and had excellent service from Lisa and Freya i would definitely come back very helpful staff thank you"
"paul","there were a number of late changes","excellent","sixteen july twothousandtwentyfour","there were a number of late changes made and seed was very patient to work through the changes nothing was too much trouble and offered solutions to reduce costs great service"
"raviteja naga","had a good experience booking tickets","excellent","seventeen july twothousandtwentyfour","had a good experience booking tickets with crystal travel Stella helped me throughout the process and answered all my questions"
"adiona tsemwa","crystal travel have got the best tram","excellent","sixteen july twothousandtwentyfour","crystal travel have got the best team ever just sent an email to confirm about my travel and Alice called me right away explaining everything to me and i understood everything thank you Alice"
"yashika kansara","Olivia Clark she was very helpful and","excellent","eleven july twothousandtwentyfour","Olivia Clark she was very helpful and helped me with queries and she is really sweet and gave me good customer service"
"katabira derrick","Alice has been very helpful thank you","excellent","sixteen july twothousandtwentyfour","Alice has been very helpful thank you very much"
"eileen roch","excellent service","excellent","sixteen july twothousandtwentyfour","Paul Watson was so helpful securing me the best flights at the best dates times ill be using crystal for my future travel requirements Paul is professional friendly very efficient"
"fire sword","airline booking","excellent","sixteen july twothousandtwentyfour","i had a pleasant day with ms Ana swift today during my airline booking with her she made my time so smooth and easy in every steps shes wonderful very polite and accommodating during our conversation and offered me a voucher to use it on my next booking i will always seek her assistance in booking my flight with crystal travel thank you very much ms Ana all the bestridden mar"
"mr habib farid","thanks to crystal travel","excellent","fifteen july twothousandtwentyfour","i want to thank Shirley smith for a wonderful service she was very professional and did everything she could to help us most of all she was very patient with us and dint hesitate to listen and to make sure we were absolutely looked after crystal travel you have a permanent customer now thank you very much"
"rubi baker","highly recommended","excellent","fifteen july twothousandtwentyfour","Ronald at crystal travel was incredibly patient looking at different flight dates options holding flights comparing to online rates and so calm and helpful with our credit card issues highly recommended"
"ms patel","James smith was fantastic with my","excellent","eleven july twothousandtwentyfour","James smith was fantastic with my booking knowledgeable and very quick response about information it was my first time with crystal company but good experience"
"ian","excellent yet again","excellent","fifteen july twothousandtwentyfour","excellent yet again James smith worked very hard at getting a good deal for the best flight from manila to condone have used crystal travel before and will use again many thanks"
"clara mandishona","the customer service is exceptionally excellent","excellent","fifteen july twothousandtwentyfour","the customer service is excellent Ronald was very clear and very patient in finding me a cheap flight which suited my dates keep up the good work"
"shaikh","Aron good helpful service","excellent","fifteen july twothousandtwentyfour","Aron good helpful service professional and plight"
"cathi mckaug","many thanks to Sergio Gomez from","excellent","fifteen july twothousandtwentyfour","many thanks to Sergio Gomez from crystal travel always efficient helpful and professional have used them times to trips back home to Australia"
"matthew cobbett","really quick service and personable support","excellent","fifteen july twothousandtwentyfour","had a call to query my flights and sort baggage and seat allocation the whole team were very helpful and passed me to right person Stella was very helpful and confirmed all my details and helped me lots really quick service and personable support"
"emmanuel","Ronald and Stella were very helping in","excellent","fifteen july twothousandtwentyfour","Ronald and Stella were very helping in the booking have not had the flight yet but the booking was good was refreshing working with actual humans instead of really bad bots or badly designed web portals"
"abr","absolute scam avoid for less hassle","bad","fifteen july twothousandtwentyfour","absolute scam comparison sites need to closely review these companies as each cheapest option flights are like this one my bank thought the payment was fraudulent and once resolved i phoned to get crystal travel to send me a link so i can try again roman spent minutes checking the fare to see if it was available once i pressed to hurry up he told me that its coming up as nearly more per person than my saved booking this is more expensive than the airline direct and when i searched the flight on their own website his quote was more than that he tried to tell me these flights get booked up and the basic package i selected was not available i proved it clearly was and he went on about flights changing which all searches for these flights vie done have not seen the price increase so much so quickly this tactic is something i read on other reviews of websites like them that put me off nightwatchmen skywriting the reviews on crystal travel are deceiving and i would bet they are all the same company with the same call center topi wonder if i used a debit card the payment would have worked first time but they no doubt would have found ways to increase my spend i thought it was sketchy that atoll protection was an add on likely going to go direct to the airline now rather than deal with scammers like this but do not use them even if the price is tempting"
"phi","talk to nick","excellent","fourteen july twothousandtwentyfour","vie just chatted with nick regarding my topflight Doha and inwards to Bangkok he was excellent to speak to courteous very knowledgeable and extremely helpful in handling any queries i had regarding my travel vie used crystal travel before and there my go to service for any future if you want the best help possible talk to nick"
"glori igbinovia","nick was very helpful and prompt he was able to ask my questions and act","excellent","fourteen july twothousandtwentyfour","nick was very helpful and prompt"
"cecil humphrey","great company great price paper tickets","excellent","ten june twothousandtwentyfour","great company great price paper tickets sent no hassle ill be using this company from now on"
"na","great customer support","excellent","thirteen july twothousandtwentyfour","i use crystal travel a lot and am always pleased with the customer service they provide today was no exception when i needed assistance Olivia Clark who assisted me did a wonderful job thank you"
"salma nasir","Olivia Clark was a very helpful","excellent","twelve july twothousandtwentyfour","Olivia Clark was a very helpful customer assistant she was kind and clear and patient it was a very easy and enjoyable experience thank you Olivia"
"rozer","excellent customer service","excellent","ten july twothousandtwentyfour","excellent customer service"
"fur mom","Olivia","good","twelve july twothousandtwentyfour","Olivia the agent very helpful i am a satisfied customer with their good service will definitely contact them again for my next travel in the Philippines thank you so much"
"claytus","just want to take the opportunity to","excellent","eleven july twothousandtwentyfour","just want to take the opportunity to thank nick Jonas for supporting me with my inquiry answered my question direct to the point and give options will recommend crystal travels to anyone thank again nick"
"emmi","thank you ms Shirley smith for","excellent","twelve july twothousandtwentyfour","thank you ms Shirley smith for assisting me booking my flights she is very helpful definitely will call her again for my next booking excellent service"
"custom","Nathan Cole is so professional and a","excellent","twelve july twothousandtwentyfour","Nathan Cole is so professional and a pleasure to work with"
"dee","very good service","excellent","twelve july twothousandtwentyfour","very good service seed went through everything thoroughly before i purchased my ticket thank you"
"mbi","lovely staff","excellent","twelve july twothousandtwentyfour","lovely staff prompt booking"
"suzett","professional and helpful","excellent","eleven july twothousandtwentyfour","i have used this travel agency for a few years because you get to speak to a person straight away when you call unlike other agencies Jose Wilson is very professional and has been particularly helpful to arrange our multi trips fares which i could not do directly online in the past too i had to rearrange a flight and it was done with the utmost efficiency"
"muhammad zulfiqar","outstanding service","excellent","ten july twothousandtwentyfour","outstanding service the steels Stevens was attentive and helpful making my experience exceptional"
"rosi duyaggan","i always book myself and friends with","excellent","ten july twothousandtwentyfour","i always book myself and friends with crystal travel"
"akram shareef","john Morris was excellent through out","excellent","eleven july twothousandtwentyfour","john Morris was excellent through out the process great communication and even better customer service would use crystal travel for all my travel needs going fwd"
"sushant jeurkar","great customer service","excellent","ten july twothousandtwentyfour","good customer service great price for flight tickets and gave me options to choose from before booking which was very helpful"
"r garcev","we made it to our destination","good","one june twothousandtwentyfour","my husband booked the tickets with crystal travel with scion white he was very nice and friendly they did advertise lower but with baggage it was extra per bag they still were a lot cheaper than all the other airlines after i read their reviews i was very nervous that our seats would be resold i called rm white and he assured me everything would be fine another travel professional told me that they just font let any company into the airlines database one needs to be licensed and scion said they operate honestly or else they would lose their license which i do believe we had no problems with our seats we bought from crystal travel i would have given them stars but they were unable to give us their advertised price they called us and unsold us if you need piece of mind go through the airlines and book early and get travel insurance"
"consum","a middle man with no customer service","bad","ten july twothousandtwentyfour","crystal travel are a middle man with no customer service to speak of and no actual ability to manage your travel other than to simply make the original booking flight was canceled crystal travel dint let us know we only found out when we tried to check in we had been booked onto a flight the next day without being consulted or told we then spent hours on hold on calls with crystal travel who were totally unable to do anything for us despite repeatedly promising that they would the call center operatives were robotic and unhelpful always taking longer than they told us to get back to us when we got through to the supervisor he was more human but although he offered us two alternative flights he wast actually able to book either of them so both times had to offer it to us then tell us it wast actually possible the result was that after hours we were still booked onto the same flight as before"
"mr amanda ross","it was really easy booking a flight to","excellent","ten july twothousandtwentyfour","it was really easy booking a flight to new Zealand to go and see my daughter and grandchildren nick Jonas called today regarding seat preference he was really attentive and gave me all options i would recommend this company a first class service"
"ermir xheza","rm nick dona","excellent","ten july twothousandtwentyfour","rm nick dona was a very pleasant person to talk to he was very polite and attentive am extremely happy with the way this gentleman helped me with my request he was very quick in processing my account i am extremely happy with the service that i received from him thank you nick dona"
"dorothi hall","Shirley smith","excellent","ten july twothousandtwentyfour","excellent this is the second time i have had the pleasure of crystal travel arrange my holiday both times excellent service Shirley smith"
"andrew roger","i found Stella Stevens who handled my","excellent","nine july twothousandtwentyfour","i found Stella Stevens who handled my flight booking very helpful i explained that i wanted to ensure that i had an aisle on both outward and inward flights to Bangkok and she sorted that out and sent me a quick email confirmation excellent service Andrew solo traveler from London to Bangkok"
"ponniah jeyendran","Freya was very helpful and resolved my","excellent","ten july twothousandtwentyfour","Freya was very helpful and resolved my request efficiently"
"janaki ram","Oriya helps me a lot","excellent","ten july twothousandtwentyfour","we are using crystal travel for many years its been pleasure for us as they reserved Jose Wilson always served us with everything our requirements thanks Jose"
"aneela ahmad","we are using crystal travel for many","excellent","twentyone march twothousandtwentyfour","well informed salesman who found me the right flights with a reasonable price"
"jagdish gohil","well informed salesman who found me the","excellent","ten july twothousandtwentyfour","another successful flight booking with crystal travel yesterday peter has never let me down thanks ever so much peter"
"marjori tarrob","another successful flight booking with","excellent","nine july twothousandtwentyfour","bazaar khan excellent service he went out of his way to help by working out of hours at home very patient helped me through a very rough time would recommend"
"ravneet kaur","bazaar khan","excellent","nine july twothousandtwentyfour","good deal to start off with when BA canceled our main flight to NY christen sorted it for us good and helpful support doing what he said would do and when he said he would have used crystal before and would again"
"david thoma","good deal to start off with good deal then very good customer service","excellent","nine july twothousandtwentyfour","Freya was fantastic very helpful and patient very professional as well"
"hasnai n walji","Freya was fantastic","excellent","nine july twothousandtwentyfour","customer service good morning today i spoke to fer ya Donovan she supported me through the process of my e ticket and answered all my necessary questions which i needed to know very helpful thank you fare ya all your assistance and support regards Mrs mugful"
"prachi joshi","great help from Aaron","excellent","nine july twothousandtwentyfour","James smith is very accommodating and helpful"
"zainab mughal","very supportive","excellent","nine july twothousandtwentyfour","Stella Stevens was very polite and helpful"
"karina","James smith is very accommodating and","good","nine july twothousandtwentyfour","very helpful accommodating and they have good service special mention Paul Watson"
"catherin fernandez","Stella Stevens was very polite and","good","eight july twothousandtwentyfour","excellent service"
"jocelyn nermal","very helpful","excellent","eight july twothousandtwentyfour","James smith is very professional and found me booking which i was looking for"
"amarjit singh","excellent service","excellent","eight july twothousandtwentyfour","great customer service can be able to access what i need and had good communication skills"
"custom","James smith is very professional and","excellent","eight july twothousandtwentyfour","Freya was fantastic when i requested wheel chair access for my dad and she sorted it out very professionally thanks"
"melani nuqu","great customer service","excellent","eight july twothousandtwentyfour","bazaar was very helpful to rearrange a flight thank you"
"rizwan aaban meme ansari","Freya was fantastic when i requested","excellent","eight july twothousandtwentyfour",NA
"gile","bazaar was very helpful to rearrange a","excellent","eight july twothousandtwentyfour",NA
"akex","changing ticket date was no problem","excellent","eight july twothousandtwentyfour","i needed to change the date on my ticket and customer service was able to help me rearrange the date and time to my liking bazaar made sure my issue was solved and answered all my questions thank you"
"custom","great customer service","excellent","seven july twothousandtwentyfour","vie been served by Stella Stevens yesterday she shared very useful information regarding flights reservations luggage allowance am grateful for the service thank paramour"
"joshua lugobwa","again an amazing client experience by","excellent","seven july twothousandtwentyfour","again an amazing client experience by nick cheers"
"merci","great customer service","excellent","seven july twothousandtwentyfour","great customer service Paul Watson handled our booking and issued our e ticket very quick and even book our seats before we even asked for it thank you for all your help making this upcoming holiday stress free"
"charli","booking a flight","excellent","seven july twothousandtwentyfour","great experience booking with nick Jonas at crystal travel really patient and helpful"
"carolyn dryburgh","flights","excellent","seven july twothousandtwentyfour","hi spoke to David as we are going to Atlanta next may he was very polite and explained everything in detail he was really nice top marks x"
"shankar gurung","quick response and attentive throughout the process","excellent","five july twothousandtwentyfour","seed Morgan for the excellent service provided seed was extremely helpful and attentive throughout the process ensuring a smooth and enjoyable experience thank you for the outstanding service"
"angela melvill","Olivia","excellent","seven july twothousandtwentyfour","Olivia was efficient and really helpful"
"robert","i commend Stella Stevens for her","excellent","six july twothousandtwentyfour","i commend Stella Stevens for her professional and courteous manner in dealing with my payment for flights this is deeply appreciated and worthy of praise"
"linju mariya","it was so easy to purchase tickets","excellent","six july twothousandtwentyfour","it was so easy to purchase tickets through crystal and who help me ms Zara ms Stella it was amazing experience with crystal"
"salli puno chumacera","Arron","excellent","five july twothousandtwentyfour","Arron is very good"
"dil","carols Silva was very good","excellent","five july twothousandtwentyfour","carols Silva was very good best customer service"
"darren baker","great reliable travel agents and","excellent","five july twothousandtwentyfour","great reliable travel agents and Olivia was very helpful thanks darner"
"realdeal","booked my flight with such ease and no","excellent","five july twothousandtwentyfour","booked my flight with such ease and no hassle with a great competitive price Shirley who assisted me with my booking was very polite and professional in all aspects of my booking i highly recommend her and will be calling her directly for my next booking"
"eliza","Olivia Clark was of great help","good","five july twothousandtwentyfour","Olivia Clark was of great help sorted my booking out very quickly"
"farhad ahmad","Olivia Clark is best","excellent","five july twothousandtwentyfour","Olivia Clark is best helped me so much she is the best very good customer service"
"custom","e ticket","excellent","three july twothousandtwentyfour","excellent customer service from Carolina ditz who sorted out my updated e ticket in a double quick time thank you"
"mr ashwin ashok","good communication and options","excellent","three july twothousandtwentyfour","good communication and options explained and best price for the tickets"
"consum","Olivia Clark","excellent","four july twothousandtwentyfour","Olivia Clark thank you for the exceptional customer service she has helped me finalizing our booking very accommodating and friendly would recommend to anyone looking for the best travel deals best irregardless saguaro"
"mr parmind dhesi","Stella was very helpfully and","excellent","four july twothousandtwentyfour","Stella was very helpfully and understanding thank you"
"adam beswick","time wasting con artists","bad","four july twothousandtwentyfour","i font know how this company gets such high ratings each time i have tried to book flights with them vie been made to fill in all the details under the sun and then submit payment only for it to fail repeatedly saying the fare doesn't exist anymore you then get bombarded with phone calls and text messages asking to complete the booking and i have just had one now where suddenly its gone up per person absolute time wasting jokers"
"rosalina quiambao","good service and fast action","excellent","four july twothousandtwentyfour","another great deal by Shirley smith at crystal travels very helpful as always"
"robert dawson","no pressure put on you to buy","good","two july twothousandtwentyfour","Olivia Clark helped me with finalizing my flights thank you for providing a service i would highly recommend to anyone needing support"
"ns","another great deal by Shirley smith at","excellent","four july twothousandtwentyfour","just booked tickets to Miami spoke to Aron crystal most helpful informative for our requirements"
"jade campbel","Olivia Clark helped me with finalizing","excellent","four july twothousandtwentyfour","Aron was very good and helped me to find an affordable ticket for my dad"
"paul","just booked tickets to Miami","excellent","four july twothousandtwentyfour","thanks for an excellent and quick thanks Aron smith for an excellent and quick customer service he was very helpful and friendly and a credit to your company"
"rapheal onyekwer","Aron was very good and helped me to","excellent","four july twothousandtwentyfour","continue to put prices on kayak that font exist you then get a call to sell you the flights at much higher prices terrible way of doing business"
"custom","thanks for an excellent and quick","excellent","three july twothousandtwentyfour","hi Sofia Clark you are really great thank you so much xx"
"david clark","continue to put prices on kayak that","bad","three july twothousandtwentyfour","frank smith did an excellent job on booking our flight to the Philippines thank you once again"
"custom","hi Sofia Clark","excellent","two july twothousandtwentyfour","Shirley was brilliant in interaction and got a very good deal"
"ms adelina mondejar","frank smith did an excellent job on","excellent","four july twothousandtwentyfour","very happy with the service provided"
"shailendra singh","Shirley was brilliant in interaction","excellent","four july twothousandtwentyfour","professional and helpful thanks Olivia"
"jagdip singh","very happy with the service provided","excellent","four july twothousandtwentyfour","i really appreciate the team of crystal travel was so helpful to find me the right flight for mat was a great experience for mainframe"
"joyc","professional and helpful","excellent","four july twothousandtwentyfour","thank you sew much Paul Watson for your help outstanding services making our experience exceptional thanks again"
"franklin hernan","i really appreciate the team of crystal","excellent","three july twothousandtwentyfour","great and friendly service she was very helpful and had patience"
"fouzia siddiqi","thank you sew much Paul Watson for your","good","three july twothousandtwentyfour","Oscar helped recover my confidence within crystal travel i was misguided by another member of their team he stepped forward and embraced the errors caused and apologized not being content with accuracy and willingness to follow through even at a late hour he managed to accommodate full disability requirements for the traveler and went beyond to ensure maximum comfort highly recommended thank you"
"matti fatti","Mrs Stella Steven","excellent","three july twothousandtwentyfour","absolutely not genuine advertised flights at good prices on comparison site when you try to book shows as no seats available it then drops down to show you which flights are available good i thought similar flight times same price but same thing again no seats available they then contacted me as vie entered all of my contact and credit card details the spiel then begins business light fare no longer available on of the legs i then say i font need to travel at and can choose one of the later flights which are still available immediately mi told that none of the st legs are available really he dint even have time to check he then offers me a stand by business fare which i may or may not get and i wont know until BA update their prices and that could be on the day of travel questioned this and asked what would happen then if it hadn't been confirmed and he said that if it did happen it may be possible to pay to upgrade on the day at the airport but it would be a lot more expensive than booking a business standard directly with them now he could not even tell me what class i would be traveling on or if i would be able to travel at all i asked if the stand by only applied to the st leg only that apparently was not available it dint it applied to the whole journey he also stressed that the stand by fare was non returnable how absurd he expected me to pay in excess of k for a stand by business fare without even knowing if i would be able to travel or in what class for all i know they could have booked me onto a standard ticket costing less than half of what id paid them and id have absolutely no comeback out of curiosity i asked him how much the standard fare would be i knew as i had the BA website open he then quoted me a higher rate than was available on BA for exactly the same flight when i questioned this he once again claimed that this fare would not be available if i attempted to proceed to payment on BA it was and contrary to what he told me the old spiel only seats left i would have been able to book at least seats directly with BA so the flight clearly does not only have seats leftist half empty i asked him why they advertised so many fares at such a reduced rates when according to them none are available only then for them to try and scam scare people by claiming only seats left and attempting to charge them a higher fare than the airline no response except that he told if i had booked hour before i would have got the cheaper fare as it had been available apparently a couple booked the last business light seats on exactly the same route we had attempted to book what a coincidence a last minute booking on a not too popular route and another couple from Glasgow book exactly the same flight on the same day yeah sure especially when the flight clearly still half empty according to him he attempted to get me the discounted fare when he saw i was having none of his nonsense he said his boss was going to check with BA and see if they had released their stand by rates and that he would call me back still no call and not expecting one they clearly have an arrangement with BA where they sell their flights for them for commission but they have become so greedy that they attempt to trick the public into paying more and sadly for them they failed to dupe me and on this occasion they missed out on a sale be aware that their prices are a ruse to entice you once they have your details they will call you and spin you a yarn then try to overcharge you do your homework before attempting to book with them historically they were OK now there nothing more than NA never received a call back regarding an updated price which i was told would happen shortly after i ended the call yesterday at i did however receive a call at who would call any customer at that time of night funnily enough the first thing they mentioned was that they wanted to discuss the trust pilot review not a mention of a new price or the BS id been subjected earlier in the day can only assume that they were attempting to stop my review being published as it appears that when anyone creates a review the company can view it beforehand i told them to call me back in the morning its now and still nothing out of curiosity i checked their prices on kayak this morning and surprise surprise the flight that i had attempted to book was still available but at an even cheaper price than yesterday with crystal travel so i decided to phone them up and ask if it was available not a hope in hell once again they were even more expensive than bi actually feel sorry for their staff who are clearly very badly trained as they are unable to provide savvy customers with a plausible reason for the variances in fares advertised v offered v airline fare poor"
"biku","disability and travel helped by this agent","excellent","two july twothousandtwentyfour","Stella Stevens was very friendly and helpful with my ticket purchase and offered to assist me with any concerns i may have had service was flawless and would definitely recommend her and crystal travels always great service keep it up"
"j travel","absolutely not genuine update","bad","three july twothousandtwentyfour",NA
"beufford fox","Stella Stevens was very friendly and","excellent","three july twothousandtwentyfour",NA
"gizaw tasissa","the service was handy with Olivia Clark","excellent","three july twothousandtwentyfour","the service was handy with Olivia Clark and answered my questions"
"cris roja","i thought it will be an excellent service but then","average","three july twothousandtwentyfour","vie been booking my travel back home with crystal travel since and this is the first time mi traveling back home again after pandemic ab ix is excellent he helped me through formalities with the booking and through payment ab ix was also very clear with details he sent by email but he dint send the ticket via email on the day like what he promised i called the next day another agent promised i should receive the email at least mind but no update not no email received i have been chasing this for days little did i know the person who assist me is now on lea veto make my long story short Stella who managed to assist me properly assured me ill get what i asked for on the day Stella made sure my concern query will be looked at and sorted i font really want to write negative feedback but i have to thank you Stella for the patience and well done"
"bobbi","crystal travel is the best so forget","excellent","three july twothousandtwentyfour","crystal travel is the best so forget the rest and give Ana swift a call today to book a holiday ht time booking with Ana and its always super easy and stress free i love the apple payment link which makes life even easier thank you Ana once again for your help bobby"
"navin parmar","flights to India","excellent","nineteen june twothousandtwentyfour","we recently booked flights through crystal travel with the advisor Ana swift initially we made inquiries about travel from Birmingham to Delhi Ana was able to secure us a good deal for passengers when we said we needed open tickets she said that we would be able to change our return ticket and pay the difference we then explained that our return flight would be from elsewhere said that would be no problem in the end she arranged our two internal flights as we were not aware that internal flights would charge us heavily for our baggage she even managed to book passengers from Goa to heath row via Delhi and one passenger from Surat to heath row via Delhi it was a difficult task and with the help of her expertise know how and deduction to get us all our flights to the correct airports with the correct baggage allowance she did a brilliant job she was calm and professional throughout despite having to make many changes i think if we had anyone else they would not have persevered with our difficult request as they would have found it too much work"
"mr nigel warren","a review on Shirley smith of crystal travel","excellent","three july twothousandtwentyfour","Shirley smith was a delight to book my tickets through she was clear and concise in her advice on the telephone and timely in sending messages and emails to complete my booking i have been very satisfied with the service provided"
"ismail ige","it was helpful to book my tickets to","excellent","two july twothousandtwentyfour","it was helpful to book my tickets to crustal travel especially with Caroline ditz who helped a lot to booked my ticket honestly recommend it to everyone"
"laurenc bridgeland","thank you ab ix and elan","excellent","three july twothousandtwentyfour","thank you ab ix and elan you were both very helpful in arranging our booking and finding us ways to save money thanks for your help"
"mr balkar singh","good staff all staff doing well","excellent","three july twothousandtwentyfour","good staff all staff doing well we are very happy to have a good travel agency thanks olive Clarke"
"parmind dhesi","Stella was very helpful","excellent","three july twothousandtwentyfour","Stella was very helpful thank you"
"elijah nakia","excellent service","excellent","two july twothousandtwentyfour","excellent service provided by nick Jonas very quick and prompt"
"amina","thank you Ana","excellent","two july twothousandtwentyfour","thank you Ana you have done it again always helpful and the service was brilliant thanks"
"tashena wallac","excellent service","excellent","two july twothousandtwentyfour","service is second to none always a pleasure getting support from rm brooks regarding flights his customer service is excellent"
"vera proctor","crystal travel","excellent","one july twothousandtwentyfour","excellent service from Stella in arranging our final payment and reserving our seats on our return flight"
"robert trelogan","speed in arranging flights","good","two july twothousandtwentyfour","speed in arranging flights good information pleasant manner"
"catherin young","thank you","excellent","one july twothousandtwentyfour","very helpful service from Lisa smith who was very patient with my queries and attentive to my needs in finding the best deal for catheterize young"
"yvett bartlett","shirtless feedback crystal travel","excellent","twenty june twothousandtwentyfour","Shirley attended to me her customer service skills were excellent overall the service that i received was exceptional"
"rosebell acosta","Freya is very helpful and accommodating","excellent","two july twothousandtwentyfour","what a laugh mi now being asked by this travel agency via trust pilot to provide this travel agency my personal info or wait for is may not be a genuine person who called them eh oh i clean forgot i must have phoned a crystal travel on the moon and spoken to a ghost called David there truly unbelievable and you trust pilot have now proved to be so complicit handing love with this travel agency playing to their tune trying to get me to give them all my details just so that they can get a favorable review talk about being partial to businesses absolutely diabolical and hypocritical by trust pilot okay because i will not cave in and bow to your veiled threats trust pilot go ahead and take off the review as you threaten let the public then decide whose side trust pilots takes reply to crystal travel as i only made a tentative phone inquiry and spoke to your David whose answers excuses specially re extra hold baggage seeing how others here have been so effusive then made me curtail the call so there is no reference or whatever else you seek it was only a phone call inquiry end of the subject as far as i am concerned crystal travel sorry not the faintest chance i will be divulging anything personal such as contact number email address etc as i have already stated it was a tentative inquiry end of the matter book is now closed"
"piss googl","is this travel agency for real","bad","nineteen june twothousandtwentyfour","Sofia was very kind and helpful"
"kingsley","excellent","excellent","one july twothousandtwentyfour","amazing experience from Freya love how she tried so hard to work with us"
